Execution time of pop() vs queue size
0	0
10000	0
20000	0
30000	0.01
40000	0.01
50000	0.01
60000	0.01
70000	0.01
80000	0.01
90000	0
100000	0.02
110000	0.01
120000	0
130000	0
140000	0.01
150000	0.01
160000	0.01
170000	0.01
180000	0.01
190000	0
200000	0.01
210000	0.01
220000	0.02
230000	0
240000	0.01
250000	0.02
260000	0.01
270000	0.01
280000	0.01
290000	0.02
300000	0.01
310000	0.01
320000	0.02
330000	0
340000	0.01
350000	0.01
360000	0.02
370000	0.02
380000	0.01
390000	0.01
400000	0.02
410000	0.03
420000	0.01
430000	0.01
440000	0.01
450000	0.02
460000	0.01
470000	0.01
480000	0.01
490000	0.02
500000	0.01
510000	0.02
520000	0.01
530000	0.01
540000	0.02
550000	0.02
560000	0.02
570000	0.01
580000	0.02
590000	0.02
600000	0.02
610000	0.02
620000	0.01
630000	0.01
640000	0.02
650000	0.03
660000	0.01
670000	0.02
680000	0.02
690000	0.03
700000	0.02
710000	0.01
720000	0.02
730000	0.03
740000	0.02
750000	0.03
760000	0.03
770000	0.02
780000	0.01
790000	0.02
800000	0.03
810000	0.03
820000	0.02
830000	0.02
840000	0.02
850000	0.03
860000	0.03
870000	0.02
880000	0.04
890000	0.03
900000	0.02
910000	0.04
920000	0.02
930000	0.03
940000	0.02
950000	0.02
960000	0.03
970000	0.02
980000	0.03
990000	0.03
1000000	0.03
1010000	0.03
1020000	0.03
1030000	0.03
1040000	0.03
1050000	0.03
1060000	0.03
1070000	0.02
1080000	0.03
1090000	0.03
1100000	0.04
1110000	0.03
1120000	0.04
1130000	0.03
1140000	0.02
1150000	0.03
1160000	0.03
1170000	0.03
1180000	0.03
1190000	0.03
1200000	0.03
1210000	0.04
1220000	0.03
1230000	0.03
1240000	0.04
1250000	0.03
1260000	0.04
1270000	0.03
1280000	0.03
1290000	0.04
1300000	0.02
1310000	0.03
1320000	0.03
1330000	0.04
1340000	0.04
1350000	0.04
1360000	0.04
1370000	0.04
1380000	0.04
1390000	0.04
1400000	0.03
1410000	0.04
1420000	0.03
1430000	0.04
1440000	0.04
1450000	0.04
1460000	0.04
1470000	0.04
1480000	0.04
1490000	0.04
1500000	0.03
1510000	0.04
1520000	0.05
1530000	0.04
1540000	0.04
1550000	0.05
1560000	0.05
1570000	0.04
1580000	0.04
1590000	0.04
1600000	0.03
1610000	0.04
1620000	0.04
1630000	0.04
1640000	0.04
1650000	0.05
1660000	0.04
1670000	0.05
1680000	0.05
1690000	0.05
1700000	0.04
1710000	0.04
1720000	0.05
1730000	0.04
1740000	0.05
1750000	0.04
1760000	0.04
1770000	0.05
1780000	0.05
1790000	0.04
1800000	0.05
1810000	0.05
1820000	0.04
1830000	0.04
1840000	0.05
1850000	0.06
1860000	0.05
1870000	0.04
1880000	0.06
1890000	0.05
1900000	0.04
1910000	0.05
1920000	0.06
1930000	0.05
1940000	0.04
1950000	0.04
1960000	0.05
1970000	0.05
1980000	0.05
1990000	0.05
2000000	0.06
2010000	0.05
2020000	0.06
2030000	0.05
2040000	0.07
2050000	0.05
2060000	0.04
2070000	0.05
2080000	0.06
2090000	0.05
2100000	0.06
2110000	0.06
2120000	0.04
2130000	0.06
2140000	0.06
2150000	0.06
2160000	0.06
2170000	0.06
2180000	0.06
2190000	0.06
2200000	0.05
2210000	0.05
2220000	0.06
2230000	0.05
2240000	0.05
2250000	0.06
2260000	0.05
2270000	0.07
2280000	0.06
2290000	0.06
2300000	0.06
2310000	0.06
2320000	0.06
2330000	0.07
2340000	0.06
2350000	0.07
2360000	0.05
2370000	0.07
2380000	0.05
2390000	0.06
2400000	0.05
2410000	0.06
2420000	0.06
2430000	0.06
2440000	0.06
2450000	0.06
2460000	0.07
2470000	0.08
2480000	0.07
2490000	0.05
2500000	0.05
2510000	0.06
2520000	0.06
2530000	0.06
2540000	0.06
2550000	0.07
2560000	0.06
2570000	0.06
2580000	0.06
2590000	0.06
2600000	0.06
2610000	0.07
2620000	0.07
2630000	0.08
2640000	0.08
2650000	0.07
2660000	0.07
2670000	0.07
2680000	0.07
2690000	0.07
2700000	0.07
2710000	0.06
2720000	0.06
2730000	0.07
2740000	0.06
2750000	0.07
2760000	0.07
2770000	0.06
2780000	0.07
2790000	0.1
2800000	0.08
2810000	0.07
2820000	0.07
2830000	0.07
2840000	0.06
2850000	0.07
2860000	0.08
2870000	0.06
2880000	0.08
2890000	0.07
2900000	0.07
2910000	0.06
2920000	0.07
2930000	0.07
2940000	0.09
2950000	0.08
2960000	0.07
2970000	0.07
2980000	0.08
2990000	0.07
3000000	0.07
3010000	0.08
3020000	0.08
3030000	0.08
3040000	0.07
3050000	0.07
3060000	0.07
3070000	0.07
3080000	0.1
3090000	0.09
3100000	0.07
3110000	0.07
3120000	0.08
3130000	0.07
3140000	0.08
3150000	0.07
3160000	0.07
3170000	0.07
3180000	0.09
3190000	0.08
3200000	0.08
3210000	0.08
3220000	0.08
3230000	0.09
3240000	0.07
3250000	0.08
3260000	0.08
3270000	0.09
3280000	0.09
3290000	0.08
3300000	0.08
3310000	0.08
3320000	0.09
3330000	0.08
3340000	0.09
3350000	0.08
3360000	0.07
3370000	0.08
3380000	0.08
3390000	0.08
3400000	0.08
3410000	0.08
3420000	0.09
3430000	0.07
3440000	0.08
3450000	0.09
3460000	0.09
3470000	0.09
3480000	0.09
3490000	0.08
3500000	0.09
3510000	0.09
3520000	0.09
3530000	0.09
3540000	0.09
3550000	0.09
3560000	0.08
3570000	0.09
3580000	0.08
3590000	0.08
3600000	0.09
3610000	0.08
3620000	0.1
3630000	0.09
3640000	0.1
3650000	0.1
3660000	0.09
3670000	0.09
3680000	0.09
3690000	0.1
3700000	0.09
3710000	0.09
3720000	0.09
3730000	0.09
3740000	0.1
3750000	0.09
3760000	0.08
3770000	0.1
3780000	0.09
3790000	0.09
3800000	0.09
3810000	0.09
3820000	0.09
3830000	0.1
3840000	0.1
3850000	0.1
3860000	0.1
3870000	0.09
3880000	0.11
3890000	0.09
3900000	0.1
3910000	0.09
3920000	0.11
3930000	0.1
3940000	0.1
3950000	0.1
3960000	0.12
3970000	0.12
3980000	0.11
3990000	0.1
4000000	0.11
4010000	0.1
4020000	0.11
4030000	0.11
4040000	0.09
4050000	0.09
